Source,Sector,Business Name,Email,Phone number,Address,Name,Title of Contact Person,Website
Master.xlsx,-,Mep Engineering Ltd,admin@mepengineeringltd.com,2657600,"Morc Ramdanee Trou Aux Biches, Pamplemousses",,,-; http://mepengineeringltd.com
Master.xlsx,-,Mer Des Mascareignes Limitee,info@mdm.mu,2302066980,"Freeport Zone No 8, Quay D Road",,,-; http://mdm.mu
Master.xlsx,-,Mer Rouge Trading Co Ltd,merrouge.marine@mfd.mu,2062025; 2302062024; 23020620242062025,"Freeporrt Zone 5, Mer Rouge",,,-; http://merrouge.marine@mfd.mu
Master.xlsx,-,Merry Fisher International,jmpierre@merryfisher-shipping,2302172934; 2302420074; 23024200742302172934,"Unit 305A Jade Court, Jummah Mosque Street",,,-
Master.xlsx,-,Mesh & Steel Trading Ltd,accounts@meshandsteel.com,2106590; 57934007; 579340072106590,Old Moka Road Bell Village Unknown Country,,,-; http://meshandsteel.com
Master.xlsx,-,Mexa - Mauritius Export Association,prcom@mexa.intnet.mu,2302085216,"Level 3, 6 Sir William Newton Street",,,-; http://mexa.intnet.mu
Master.xlsx,-,Meyer Cury & Co,shipag@meyercury.com,2409974; 24099742409983; 2409983,"Nova Building 1 Military Road, Nan",,,-; http://meyercury.com
Master.xlsx,-,Mfd Co. Ltd. - Seafood Cluster,sales@mfdgroup.mu,2302062000,"Freeport Zone 5, Mer Rouge",,,-; http://mfdgroup.mu
Master.xlsx,-,Miel De Bois,an.nahl.honey3@gmail.com,57801498,Henrietta Vacoas,,,-; http://an.nahl.honey3@gmail.com
Master.xlsx,-,Mip Mauritanie,mip.mauritanie@saros.fr,5256847; 52568475293849; 5293849,"Plage Des Pecheurs Nouakchott, Nan",,,-; http://mip.mauritanie@saros.fr
Master.xlsx,-,Montresor,info@montresor.mu,6600600,Union Vale,,,-; http://montresor.mu
Master.xlsx,-,Mozil Immo,mozil.immo@gmail.com,57178434; 57186806; 5718680657178434,Grand Baie,,,-; http://mozil.immo@gmail.com
Master.xlsx,-,Mrc Wire Products Ltd,info@mrcmesh.mu,2331617; 23316172331617,Bell Village Unknown Country,,,-; http://mrcmesh.mu
Master.xlsx,-,My Conciege Agency Ltd,jstef@myconcierge.properties,52546995,Ave St Geran,,,-; http://myconcierge.properties
Master.xlsx,-,Mykeys Island Properties,admin@mykeysrealty.com,58541177,Royal Road Tamarin,,,-; http://mykeysrealty.com
Master.xlsx,-,Myresidence,info@myresidence.africa,550917731,La Croisette,,,-; http://myresidence.africa
Master.xlsx,-,National Housing Development Co Ltd,nhdcom@intnet.mu,4037333,"Npf Building, , Ground Floor, Jilius Avenue",,,-; http://intnet.mu
Master.xlsx,-,National Insurance Co Ltd,customerservice@nicl.mu,6023000,"Nic Center, , Royal Road, Curepipe",,,-; http://nicl.mu
Master.xlsx,-,Nature Fresh Export Ltd,razi@nature-fresh-ltd.com; razi@nature-fresh-ltd.com/ zaid@nature-fresh-ltd.com; zaid@nature-fresh-ltd.com,23059110224,"Boundary Road Rose Hill, Nan",,,-; http://nature-fresh-ltd.com; http://nature-fresh-ltd.com/
Master.xlsx,-,Natureland Products Ltd,info@natureland.mu,58385797,"Raj Kowlessur Lane, Vikas Building, 7Th Mile Triolet, Mauritius, -, -, 21506",,,-; http://natureland.mu
Master.xlsx,-,Navitas Corporate Services Ltd,contact@navitascorporate.com,6707277,"Arsenal,",,,-; http://navitascorporate.com
Master.xlsx,-,Neptune Sportfishing,seh2ad@hotmail.com,23059101000,"New Grove Mauriitus, Nan",,,-; http://hotmail.com
Master.xlsx,-,New Mauriitus Hotels Limited - Beachcomber Hotels,news@beachcomber.com,6019000,"Beachcomber House, Botanical Garden Street, Curepipe",,,-; http://beachcomber.com
Master.xlsx,-,Nextep Home Solutions,showroom@nextep.mu,6602000,Mangalkhan Curepipe,,,-; http://nextep.mu
Master.xlsx,-,Novaterra,contact@novaterra.mu,2040808,Beau Plan,,,-; http://novaterra.mu
Master.xlsx,-,Nr Realtor Ltd,nikesh0907@gmail.com,58141617,Chemin Grenier,,,-; http://gmail.com
Master.xlsx,-,O&M Solutions,zaheer.ahmed@omsltd.net,9655764,"Ebene,",,,-; http://zaheer.ahmed@omsltd.net
Master.xlsx,-,Oakside Property Ltd,oaksidepropertyltd@gmail.com,57953529; 5795352959463374; 59463374,"Gentily, Moka",,,-; http://gmail.com
Master.xlsx,-,Ocean Products Ltd Ramdenee Group,edible@bow.intnet.mu,6967957,"Phoenix, Nan",,,-; http://bow.intnet.mu
Master.xlsx,-,Offissimmo,contact@offissimmo.mu,57117356; 5711735657213083; 57213083,St Pierre,,,-; http://offissimmo.mu
Master.xlsx,-,Oficea,info@oficea.com,4049660,Moka,,,-; http://oficea.com
Master.xlsx,-,Omaha Corporate Services Ltd,hr@omahaccs.com,4678400,"Level 1, Maeva Tower, Bank Street, Ebene Cybercity",,,-; http://omahaccs.com
Master.xlsx,-,One Earth Capital Limited,info@apex.mu,4011100,Ebene,,,-; http://apex.mu
Master.xlsx,-,Oneshark Co. Ltd,wansha@intnet.mu,2115619; 2553072; 25530722115619,"21 Edgar Aubert Street Port Louis, Nan",,,-; http://intnet.mu
Master.xlsx,-,Only Rent Ltd,info@onlyrent.mu,4661700,Beau Bassin,,,-; http://onlyrent.mu
Master.xlsx,-,Open House,contact@openhouse.mu,52563147,Grand Baie,,,-; http://openhouse.mu
Master.xlsx,-,Orbimed Asia Mauritius Limited,pgukhool@internatinalproximity.com,4012300,"Ebene,",,,-; http://internatinalproximity.com
Master.xlsx,-,Palaos Ltd,palaos@palaos.mu,2306740511,Curepipe,,,-; http://palaos.mu
Master.xlsx,-,Palco Trading Ltd,jonlagesse@palco.intnet.mu,2116609; 52596858; 525968582116609,Allee Des Manguiers Les Pailles Mauritius,,,-; http://palco.intnet.mu
Master.xlsx,-,Park Lane Properties,marketing@parklane.mu,52537474,Tamarin/Trianon/Grand Bay,,,-; http://parklane.mu
Master.xlsx,-,Phoenix Bpo,contact@phoenix-bpo.com,2304681589,"Office A, Floor 2, Cyber Tower 2",,,-; http://phoenix-bpo.com
Master.xlsx,-,Phoenixbpo,jamaal.muhammad@pbpo.co,58023176; 6705981; 670598158023176,"1St Floor La Complex Providence, Royal Road, Curepipe",,,-; http://jamaal.muhammad@pbpo.co
Master.xlsx,-,Plaisance Catering Ltd,info@restaurants.mu,2630455; 2690333; 26903332630455,"1St Floor, Block D1, Grand Baie La Croisette 30517, Grand Baie",,,-; http://restaurants.mu
Master.xlsx,-,Pmr Ltd,contact.pmrltd@gmail.com,4892584; 489258452542203; 52542203,"Goliva Court Building, 1Er Étage, Route Royale, Quatre Bornes",,,-; http://contact.pmrltd@gmail.com
Master.xlsx,-,Pride Fishing Co Ltd,amitjugroo@hotmail.com,2302119200,"Ground Floor St. James Court, Port Louis",,,-; http://hotmail.com
Master.xlsx,-,Prime Home Properties Ltd,sophie@primehome.mu,54227500,Key West Plaza Tamarin,,,-; http://primehome.mu
Master.xlsx,-,Prime Pillar,info@primepillar.net,4675001,Sodnac Quatre Bornes,,,-; http://primepillar.net
Master.xlsx,-,Princes Tuna Mauritius Ltd.,ptm@princesmauritius.com,2066800; 20668002069000; 2069000,"-, Nan",,,-; http://princesmauritius.com
Master.xlsx,-,Procontact Ltd,hr@procontact.mu,4016565; 6064747; 60647474016565,The Core Building1St Floor,,,-; http://procontact.mu
Master.xlsx,-,Proequip Mauritius Ltd,admin@proequipltd.com,59846555,Phoenix,,,-; http://proequipltd.com
Master.xlsx,-,Propertyfinder Ltd,office@propertyfinder.mu,4604170,Black River,,,-; http://propertyfinder.mu
Master.xlsx,-,Rank Interactive Services (Mauritius) Limited,recruit@srgservicesltd.com,4021999,"Port Louis,",,,-; http://srgservicesltd.com
Master.xlsx,-,Rawson Properties,rawson@socialplaces.io,4842312,Black River,,,-; http://socialplaces.io
Master.xlsx,-,Red Velvet Realty,info@redveletrealty.com,52537970,Ebene Cybercity,,,-; http://redveletrealty.com
Master.xlsx,-,Rehuma,nalina@cap-tel.fr,59796656,"Johanna Street, Port-Louis",,,-; http://cap-tel.fr
Master.xlsx,-,Rich Sea,blueocean@intnet.mu,5081799,"Ssr Avenue, Quatre Bornes",,,-; http://intnet.mu
Master.xlsx,-,Riu Hotels & Resorts,hr01.mru@riu.com,6504202,"Pointe Sud-Ouest, Le Morne",,,-; http://hr01.mru@riu.com
Master.xlsx,-,Rocks Solutions Ltd,info@rockssolution.com; jimmy@rockssolutions.com; mellissa@rockssolutions.com,2826155,St Francois Road Riv Du Rempart,,,-; http://rockssolution.com; http://rockssolutions.com
Master.xlsx,-,Rockwood By Wood Carving Co Ltd,info@rockwoodmoris.com; rockgallery@hotmail.com,4632119,Roche Brunes-Rose Hill,,,-; http://hotmail.com; http://rockwoodmoris.com
Master.xlsx,-,Roger Fayd'Herbe & Co Ltd,natachadecraemer@faydherbe.mu,2081806,Plaine Lauzun,,,-; http://faydherbe.mu
Master.xlsx,-,Rogers Capital Credit Ltd,onthego@rogerscapital.mu,2609888,"Rogers House, , John Kennedy Street, Port Louis",,,-; http://rogerscapital.mu
Master.xlsx,-,Rook´S Trading Co Ltd,rooktradingcoltd@gmail.com,2160556,"24A Iman Mustafa Ahmet Street, Port Louis",,,-; http://gmail.com
Master.xlsx,-,S.B.A Exports Ltd,trading@intnet.mu,2635403; 2638170; 26381702635403,Morcellement Raffray,,,-; http://intnet.mu; http://s.b.a
Master.xlsx,-,Savikam Properties,contact@savikamproperties.com,4270168; 427016857735524; 57735524,Quatre Bornes,,,-; http://savikamproperties.com
Master.xlsx,-,Sbi (Mauritius) Limited,ebene@sbimauritius.com,4044980; 52515972; 525159724044980,"Head Office 6Th & 7Th Floor, Sbi Tower Mindspace, Bhumi Park, 45 Ebene Cybercity",,,-; http://sbimauritius.com
Master.xlsx,-,Sbm Bank (Mauritius) Ltd,sbm@sbmgroup.mu,2302021333,"Sbm Tower, , 1 Queen Elizabeth Ii Avenue, Places D'Armes",,,-; http://sbmgroup.mu
Master.xlsx,-,Sea Pride (Mtius) Ltd,jchung@clickpost.com,2302123348; 2302528979; 23025289792302123348,"Suite 803 Florian View, 23 Wellington Street Port Louis",,,-; http://clickpost.com
Master.xlsx,-,Seafins Pvt. Ltd,info@seafins.com,2303341627,"Male, Nan",,,-; http://seafins.com
Master.xlsx,-,Seafood Hub Mauritius,info@mauport.com,2302065400,"H.Ramnarain Building Mer Rouge, Port Louis",,,-; http://h.ramnarain; http://mauport.com; http://mrs.meera-
Master.xlsx,-,Sealicious Ltd.,smarrltd@intnet.mu,6344067,"Vieux Grand Port, Nan",,,-; http://intnet.mu
Master.xlsx,-,Sealord Fishing Ltd,ghina@intnet.mu,2126828,"Pailles, Port Louis",,,-; http://intnet.mu
Master.xlsx,-,Seatrans Co Ltd,swd.ace@intnet.mu,2404840,"Ace Building Abattoir Road, Port Louis",,,-; http://swd.ace@intnet.mu
Master.xlsx,-,Sedeco Ltd,recrutement@sedeco.intnet.mu,2602164,"4Ème Étage Iks Building, Cnr R. Seeneevassen & Farquhar Streets, Port-Louis",,,-; http://sedeco.intnet.mu
Master.xlsx,-,Select Property Services Ltd,sales@sps.mu,4681011,Ebene Cybercity,,,-; http://sps.mu
Master.xlsx,-,Seloger Immo Vacances,info@selogerimmoltee.com,570505552,Saint Pierre,,,-; http://selogerimmoltee.com
Master.xlsx,-,Servecalls,hr@servecalls.com,52505405,Hitech Centrecoastal Road,,,-; http://servecalls.com
Master.xlsx,-,Service Plus Monde Spm Ltee,recrutement@spmservices.fr,23054440444; 23054740444; 2305474044423054440444,"Bâtiment White Tulip, Avenue Des Tulipes Au 2Ème Étage., Quatre Bornes, Plaines Wilhems",,,-; http://spmservices.fr
Master.xlsx,-,Sgs Mauritius Ltd,hr.mauritius@sgs.com,6968808,Valentina Phoenix,,,-; http://hr.mauritius@sgs.com
Master.xlsx,-,Shafa Furniture Ltd,shafafurniture@gmail.com,52525526,Triolet,,,-; http://gmail.com
Master.xlsx,-,Siegen Consulting Ltd,info@valdus.net; nushreena.s@valdus.net,2612901; 26129012910909; 2910909,"Royal Road, 7Th Mile, Triolet",,,-; http://nushreena.s@valdus.net; http://valdus.net
Master.xlsx,-,Silk Agro Ltd,narbros@gmail.com,57554541,Remy Ollier Vacoas,,,-; http://gmail.com
Master.xlsx,-,Silver Bank Limited,info@silverbankltd.com,2304681101,"Place D'Armes, , Port Louis",,,-; http://silverbankltd.com
Master.xlsx,-,Skyfix Contracting Ltd,skyfixcontractingltd@gmail.com,57611912,-,,,-; http://gmail.com
Master.xlsx,-,Sofap Ltd,aritt.moloo@sofap.mu,4057000; 54972282; 549722824057000,Taylor Smith House Old Quay D Road Port Louis Mauritius,,,-; http://aritt.moloo@sofap.mu
Master.xlsx,-,Sotracom Ltee,bahsue@sotramon.mu,2108026,Montebello Pailles Mauritius,,,-; http://sotramon.mu
Master.xlsx,-,Southbond Shipping Agency Ltd,ops@ssalmru.com,2063987; 206398788,Mer Rouge - Port Louis - Mauritius,,,-; http://ssalmru.com
Master.xlsx,-,Space Satellite Systems Ltd,spacemauritius@mrc.intet.mu,4651239,"Level 6, Ebene Heights, 34 Cybercity, Ebene",,,-; http://mrc.intet.mu
Master.xlsx,-,Spice Finance Ltd,info@spicefinance.mu,4054050,"Dias Pier Buidling, , Le Caudanc Waterfront",,,-; http://spicefinance.mu
Master.xlsx,-,Square Deal Basalt Products Co Ltd,a.moonosamwy@squaredealbasalt.mu,2600659; 54234492; 542344922600659,Ceb Road Goodlands Mauritius,,,-; http://a.moonosamwy@squaredealbasalt.mu
Master.xlsx,-,Ssd Presentation Ltd,charlene@ssdprestation.com; recrutement@ssdprestation.com,6988773,"Royal Road, Pont Fer Phoenix., Phoenix",,,-; http://ssdprestation.com
Master.xlsx,-,Standard Bank (Mauritius) Limited,clientservices@standardbank.mu,2304025200,"Level 9, , Tower A 1 Exchange Square Wall Street, Ebene",,,-; http://standardbank.mu
Master.xlsx,-,Standard Chartered Bank (Mauritius) Ltd,info.scbm@sc.com,2304036500; 23040365004665161; 4665161,"Standard Chartered , , 6Th Floor, Standard Chartered Tower",,,-; http://info.scbm@sc.com
Master.xlsx,-,State Informatics Limited,admin@sil.mu; hrdept@sil.mu; silmail@sil.mu,2078000,"State Informatics Limited 2, St. Georges Street 11302, Port Louis",,,-; http://sil.mu
Master.xlsx,-,State Insurance Company Of Mauritius Ltd (Sicom),email@sicom.mu,2038400,"Sir Celicourt Antelme Street, , Port Louis",,,-; http://sicom.mu
Master.xlsx,-,Stone Art,astoneart@gmail.com,4660000,Beau Bassin,,,-; http://gmail.com
Master.xlsx,-,Storm Telecom Limited,stormtelecom.com,4665252,"44 Avenue Stevenson, -, Quatre Bornes",,,-; http://stormtelecom.com
Master.xlsx,-,Sugar Investment Trust,info@sit.mu,4064747,Ebene Cybercity,,,-; http://sit.mu
Master.xlsx,-,Sugar Planters Mechanical Pool Corporation,spmpc@intnet.mu,2120725,Port Louis,,,-; http://intnet.mu
Master.xlsx,-,Sunset Boulevard,info@sunsetboulevard.mu,57025153,Sodnac Quatre Bornes,,,-; http://sunsetboulevard.mu
Master.xlsx,-,Super Decor & Co Ltd,info.superdecorltd@yahoo.com,4184578,Lallmatie,,,-; http://info.superdecorltd@yahoo.com
Master.xlsx,-,Swan Life Ltd,healthclaims@swanforlife.com,2073540,"Swan Center, , 10 Intendance St, Port Louis",,,-; http://swanforlife.com
Master.xlsx,-,Synergy360 Limited,recruitment@synrg360.co,6068000,"Workshop17 The Precinct Grand Baie The Vale, -, -, Grand Baie",,,-; http://synrg360.co
Master.xlsx,-,Talent Lab Ltd,info@talentlab.mu; recruitmentspecialist@talentlab.mu,4681541,"Ground Floor, The Dot, Avenue De Telfair, Telfair Moka",,,-; http://talentlab.mu
Master.xlsx,-,Talenteum,rh@talenteum.com,4024000,"Rue Sir William Newton, Quatre Bornes",,,-; http://talenteum.com
Master.xlsx,-,Taram Group,recrutement.taramgroup@gmail.com,58565653,"Barkly Wharf, Port Louis",,,-; http://recrutement.taramgroup@gmail.com
Master.xlsx,-,Tayelamay & Sons Entreprise Ltd,info@tayelamaygroup.com; yannish@tayelamaygroup.com,6964838,"Industrial Zone Valentina Phoenix, Phoenix",,,-; http://tayelamaygroup.com
Master.xlsx,-,Taylor Smith & Co. Ltd. (Marine Division),tsg.headoffice@taylorsmith.mu,2063333,"Old Quay D Road, Port Louis",,,-; http://tsg.headoffice@taylorsmith.mu
Master.xlsx,-,Tdm -Thon Des Mascareignes,info@tdm.mu,2426800,"Marine Road, Port Louis",,,-; http://tdm.mu
Master.xlsx,-,Teamonite Ltd,angelo,2068989,"Pereybere,",,,-
Master.xlsx,-,Techmode Group,info.rh.maurice@techmode-outsourcing.com; information.hr.parfip@parfip.com,2304034110,"11Th Floor, Nexteracom Tower Ii, -, Ebene Cybercity",,,-; http://info.rh.maurice@techmode-outsourcing.com; http://information.hr.parfip@parfip.com
Master.xlsx,-,Technodev Overseas Ltd,ressources-humaines-recrutement@agrege.com,58479940,"Maeva Tower, Level 2, Cybercity – Ebene 72201, Ebene",,,-; http://agrege.com
Master.xlsx,-,Templebliss Properties Ltd,templeblissproperties@gmail.com,52519212,Moka,,,-; http://gmail.com
Master.xlsx,-,Terra,hr@terra.co.mu,2668485,"Group Hr Department, Belle Vue Mauricia, Mapou, Riv Du Rempart",,,-; http://terra.co.mu
Master.xlsx,-,Tethys Ltd.,tethys@intnet.mu,2504764,"--, Nan",,,-; http://intnet.mu
Master.xlsx,-,The Bank Of Baroda Limited,bobgen@intnet.mu,2081504; 20815042083891; 2083891,Port Louis,,,-; http://intnet.mu
Master.xlsx,-,The Good Shop,info@thegoodshop.mu,2459225,"Port Louis,",,,-; http://thegoodshop.mu
Master.xlsx,-,The Mauritius Civil Service Mutual Aid Association Ltd,m.c.s.mutualaid@intnet.mu,2136060,"Guy Rozemont Square, , Port Louis",,,-; http://m.c.s.mutualaid@intnet.mu
Master.xlsx,-,The Mauritius Commercial Bank Ltd,info@mcb.com.pk,6862372,"A 10, , Vacoas-Phoenix",,,-; http://mcb.com.pk
Master.xlsx,-,Thebrandhouse Ltd,hr@thebrandhouse.mu,2071700,"Industrial Park 1, Riche Terre",,,-; http://thebrandhouse.mu
Master.xlsx,-,Tyack Properties,laurent@tyackproperties.com,54227700,Grand Baie,,,-; http://tyackproperties.com
Master.xlsx,-,Ubikwi Mauritius,khadijah.sunnassee@ubikwi.com,58093586,"2Nd Floor, Flora Park Complex, St Jean Road, Quatre Bornes",,,-; http://khadijah.sunnassee@ubikwi.com
Master.xlsx,-,Uday Imp & Exp Services Ltd,udayimpexp@intnet.mu,6255148,"--, Nan",,,-; http://intnet.mu
Master.xlsx,-,Ultimmo Realty Ltd,sales@ultimmorealty.com,57439402,Moka,,,-; http://ultimmorealty.com
Master.xlsx,-,Uml - United Motors Ltd - Leal Group,hr@lealgroup.mu,2072300,-,,,-; http://lealgroup.mu
Master.xlsx,-,Unicorn Outsourcing Ltd,unicorn@intnet.mu,52520206,41 Avenue Saint Geran,,,-; http://intnet.mu
Master.xlsx,-,Unimer S.A.,ver@techno.net.mu,2350910,"--, Nan",,,-; http://s.a; http://techno.net.mu
Master.xlsx,-,Universal Exports,vivien@intnet.mu,2086863,"16 Cassis, Port Louis",,,-; http://intnet.mu
Master.xlsx,-,Upenergy Group,partnerships@upenergygroup.com,2128325; 21283252128326; 2128326,"Ebene,",,,-; http://upenergygroup.com
Master.xlsx,-,Utilequip International Ltd,contact@util-equip.com,69280258,Port Louis,,,-; http://util-equip.com
Master.xlsx,-,V2L Mauritius Ltd,v2lmauritiusltd.rh@gmail.com,58116388,"4Eme Etage, Batiment Ebene Mews",,,-; http://v2lmauritiusltd.rh@gmail.com
Master.xlsx,-,Veer Construction Ltd,veerconstructionltd@outlook.com,58081905,Quatre Coco,,,-; http://outlook.com
Master.xlsx,-,Verba Ltd,akyally@gmail.com,52515410,-,,,-; http://gmail.com
Master.xlsx,-,Versopub Ltee,info@versopub.com; info@versopub.com/ info@versopub.com,2866666,"Port Louis,",,,-; http://versopub.com; http://versopub.com/
Master.xlsx,-,Virgin Oil Company Ltd,ranjana@virginoilltd.com,59508480,Montagne Blanche,,,-; http://virginoilltd.com
Master.xlsx,-,Vivao Properties,info@vivao-properties.com,57440834,Black River,,,-; http://vivao-properties.com
Master.xlsx,-,Vp Trading,vptrad@intnet.mu,2110852,"Port Louis, Nan",,,-; http://intnet.mu
Master.xlsx,-,Waco (Mauritius) Limited,geraldl@formscaff.com,2866176; 55099518; 550995182866176,Petit Camp Phoenix Mauritius,,,-; http://formscaff.com
Master.xlsx,-,Warwyck Private Bank Limited,contact@warwyckprivatebank.com,2306982700; 23069827006982777; 6982777,"Warwyck House, , Nalletamby Road, Phoenix",,,-; http://warwyckprivatebank.com
Master.xlsx,-,Waterstone Realty,info@waterstonerealty.mu,4677002,Sodnac Quatre Bornes,,,-; http://waterstonerealty.mu
Master.xlsx,-,Wearnes Co. Ltd,intsys@intnet.mu,4275067,"8 Leoville Lhomme Avenue, Quatre Bornes",,,-; http://intnet.mu
Master.xlsx,-,Web Centre Ltd,prudencejeandaniel2802@gmail.com,4343141,"St Pierre, Moka",,,-; http://gmail.com
Master.xlsx,-,Weshade,info@weshade.mu,4548044,-,,,-; http://weshade.mu
Master.xlsx,-,Westimmo Ltd,contact@real-estate-mauritius.mu,57669844; 58341419; 5834141957669844,Tamarin/Grand Baie/ Quatre Bornes,,,-; http://real-estate-mauritius.mu
Master.xlsx,-,Woodfit Ltd,woodfit@intnet.mu,4679797,Beau Bassin,,,-; http://intnet.mu
Master.xlsx,-,Woodstock Ltd,fo@woodmatters.mu,2458694; 59285515; 592855152458694,Historic Marine Industrial Zone Goodlands Mauritius,,,-; http://woodmatters.mu
Master.xlsx,-,W-Procure Ltd,marketing@w-procure.mu,2346698; 57298634; 572986342346698,"34 Avenue John Kennedy, Floreal Curepipe Mauritius",,,-; http://w-procure.mu
Master.xlsx,-,Xefi Center (Mauritius) Ltd,d.broodoo@xefi.mu; recrutement@xefi.mu,4687799,"6Ème Étage, Nexsky Building, -, Ebène",,,-; http://d.broodoo@xefi.mu; http://xefi.mu
Master.xlsx,-,Xl-Ent Cy Ltd,borice@xl-ent.tech,4341599,"Royal Road, L'Avenir St-Pierre, Moka",,,-; http://xl-ent.tech
Master.xlsx,-,Yuni,shop@yuni.mu,2458100,Calebasse,,,-; http://yuni.mu
Master.xlsx,-,Mauritius Freeport Development Ltd,info@mfd.mu,2062000,-,,,-; http://mfd.mu
Master.xlsx,-,Mauripost Net Ltd,pohqs@intnet.mu,2082851,-,,,-; http://intnet.mu
Master.xlsx,-,Mahanagar Telephone (Mauritius) Ltd,ceo@mtmltd.net; ceo@mtmltd.net / mtmltd@intnet.mu; mtmltd@intnet.mu,52943333,-,,,-; http://intnet.mu; http://mtmltd.net
Master.xlsx,-,Accenture Services (Mauritius,9th floor nexteracom ii ebene,2086782; 4021500; 402150020867824021600; 4021600,"9Th Floor Nexteracom Ii, Ebene",,,-
Master.xlsx,-,Accessa Group (Mascareignes Ltd),info@aemsofts.mu,4674700,"4A Avenue Hitchcock, Quatre Bornes",,,-; http://aemsofts.mu
Master.xlsx,-,Accu Time Ltd,accu-time@intnet.mu,2118000,Royal Road Grnw,,,-; http://intnet.mu
Master.xlsx,-,Active System Incorporation Ltd,asi@intnet.mu,2132468,"26,Saint George Street, Port Louis",,,-; http://intnet.mu
Master.xlsx,-,Activeline Ltd,oliver.lev@harelmallac.com,2073000,"18, Edith Cavell Street, Port-Louis",,,-; http://oliver.lev@harelmallac.com
Master.xlsx,-,Ad To Art Ltd,info@adtoart.com,7688252,"Goomany Lane, Coromandel",,,-; http://adtoart.com
Master.xlsx,-,Adalabs Ltd,contact@adalabs.com,54281832,"506, Royal Road, La Caverne, Vacoas 73324",,,-; http://adalabs.com
Master.xlsx,-,Adaptive Solutions Ltd,andrew@myt.mu,7882221,"5 Barry Road, Curepipe",,,-; http://myt.mu
Master.xlsx,-,Advanced Digital Electronic Locks Co. Ltd,lavalchan@intnet.mu,2422233,"32 Etienne Pellereau Street, Port-Louis",,,-; http://intnet.mu
Master.xlsx,-,Advanced Digital Limited,adl@intnet.mu,2100981,"20 Sir Virgil Naz Street, Port Louis",,,-; http://intnet.mu
Master.xlsx,-,Advanced Software Labs Ltd,queries@softwarelabs.intnet.mu,4643677,"8, Impasse Malartic, Rose Hill",,,-; http://softwarelabs.intnet.mu
Master.xlsx,-,Advantage Software Ltd,jiliu@intnet.mu,2861921,"C/O Neon Express Ltd, Max Industry Complex, Anse Courtois, Pailles",,,-; http://intnet.mu
Master.xlsx,-,Aerow Experts Ecm,contact@aerowecmworld.com,2634603,"Royal Road, Pte. Aux Connoniers",,,-; http://aerowecmworld.com
Master.xlsx,-,Afm Computer Ltd,fatehmamode@intnet.mu,2179715,27 Jardin Despeaux Street Port- Louis,,,-; http://intnet.mu
Master.xlsx,-,Africa Digital Bridges Network Ltd,info@adbn.mu,4664800,"7Th Floor Wing B, Cyber Tower, Ebene",,,-; http://adbn.mu
Master.xlsx,-,Africasd(Mauritius)Ltd,henniem@africasd-gte.co.za,2135697; 21356972317931; 2317931,"3, Champ De Lort Street, Port Louis",,,-; http://africasd-gte.co.za
Master.xlsx,-,Afrinic Ltd,alan.barrett@afrinic.net,4035100,"Office 03B3, 3Rd Floor, Ebene Cyber Tower",,,-; http://alan.barrett@afrinic.net
Master.xlsx,-,Agileum (Ex-Dcdm),contact@agileum.com,4057900; 40579004057950; 4057950,"1St Floor, The Factory Building, Vivea Business Park, Saint Pierre 81430, Moka",,,-; http://agileum.com
Master.xlsx,-,Airmate Ltd,airmateadmin@airmate.mu,4030199,"10Th Floor Wing A, Cybertower 1, Ebene",,,-; http://airmate.mu
Master.xlsx,-,Alexander Mann Media,mauritius@alexandermannmedia.com,2472222; 9582222; 95822222472222,"3 J, Nehru Street, Port Louis",,,-; http://alexandermannmedia.com
Master.xlsx,-,Alienworkers,info@alienworkers.com,2690438,"Morcellement Raffray, Pointe Aux Cannoniers",,,-; http://alienworkers.com
Master.xlsx,-,Am Web Solutions Ltd,rgp@amltd.net,2632713,"N°14 Business Park, Royal Road, Grand Baie",,,-; http://amltd.net
Master.xlsx,-,Anglo African International Ltd,info@angloenterprises.com,2331575; 23315751636,"Ex- Sotravic Office, Royal Road, Coromandel",,,-; http://angloenterprises.com
Master.xlsx,-,Apc It Ltd,parnaldi@apc.re,2116885,Chancery House Lislet Geoffroy Street Port Louis,,,-; http://apc.re
Master.xlsx,-,Aplus Technology,aplustec@intnet.mu,2164607; 21646072174607; 2174607,"18 B Noor-E-Islam Street, Port Louis",,,-; http://intnet.mu
Master.xlsx,-,Apollo Solutions Ltd,rramjheetun@apolloblake.com,2398700,"Hi-Tech Center, Coastal Road Pointe Aux Sables",,,-; http://apolloblake.com
Master.xlsx,-,Archnet Ltd,contact@archnetltd.com,4902559; 49025597159028; 7159028,"R. Tagore Lane, Mesnil, Phoenix",,,-; http://archnetltd.com
Master.xlsx,-,Arshitech Ltd,arshitech@intnet.mu,2173895,"73, Arsenal Street, Port Louis",,,-; http://intnet.mu
Master.xlsx,-,Artcom Outsourcing Ltd,info@artcomlive.com,4681400,"Suite 6A, 6 Fl, 57 Ebene Mews, 57 Cybercity, Ebene",,,-; http://artcomlive.com
Master.xlsx,-,Artemesis Co. Ltd.,info@artemesis.com,2926136,"Lees Street, Curepipe",,,-; http://artemesis.com
Master.xlsx,-,Astek Mauritius Ltd,secretariat@astek.mu,4069600,"Cyber Tower 1, 05A4, Ebene",,,-; http://astek.mu
Master.xlsx,-,Atech Ltd,support@atech.mu,2515351,"Atech Business Centre, Labourdonnais Street, Mahebourg",,,-; http://atech.mu
