source_file,source_sheet,invoice_no,date,client_name,address,sku,qty,unit_price,subtotal,tax,total,sector,company_name,brand_names,column1,column2,column3,column4,column5,email,phone,contact_person,website,fax,company,segment,activity,name_title_of_contact_person,email_address,nan,collaboration_human_resource,addrress,tel,mobile_number,remarks,source,business_name,phone_number,contact_detail,email_adress,company_information,follow_up,name_of_company,contact_no,candidates,category,number_977,passport_validation,selection,turnover,contact_number,number,called_for_expatriate,cbris_turnover,emails,names_assistant_administrative,age,employed_not_employed,qualifications,salary_expectation,availability,,contact,companies,contact_person_remarks,names_of_clinics,follow_up_by_arzina,follow_up_eoy_yaseerah_17_09_2024,call_done_fatima_zahra,follow_up_on_mails,follow_up_1,follow_up_2,follow_up_deepsha_09_10_24,talked_to,talked_to_2024,follow_up_by_deepsha,prospect_bt_deepsha,9,name_of_supermarket,contact_details,1st_follow_up_10_08_23,2nd_follow_up_30_07_2024_by_victoria,follow_up_by_victoria,add,email_add,1st_follow_up,2nd_follow_up,names_of_agents,contacted_on_whatsapp,name_of_agents,3rd_follow_up_made_by_victoria,talk_to,follow_up_by_victoria_07_08_24,follow_up_yaseerah_eoy_16_09,applicant_name,add_2,follow_up_july_2024,follow_up_by_arzina_21_08_2024,follow_up_by_ruhainah_09_05_2025,status,21_07_2023,24_07_2023,31_07_2023,2023_01_08_00_00_00,2023_04_08_00_00_00,2023_07_08_00_00_00,17_08_2023,21_08_2023,22_08_2023,14_05_2024,follow_up_by_victoria_14_08_2024,date_02_09_24_hitisha,follow_up_july_august_2024_by_nuzhah,follow_up_september_2024_by_09_09_2024_yaseerah,follow_up_august_2024_by_nuzhah,eoy_yaseerah_17_09_2024,01_08_2024_arzinah,follow_up_eoy_yaseerah_16_09_2024_17_09_24,follow_up_end_of_year_yaseerah_19_09,agency_name_nepal,follow_up_17_09_2024_yaseerah_end_of_year,person,mail,report_call_for_end_of_year_party,11_6_2023zakia,date_02_09_24_deepsha,updated_email,follow_up_by_nuzhah,follow_up_yaseerah_20_09_24,remarks_10_09_2024_yaseerah,call_remarks_12_09_2024_yaseerah,remarks_called_made_by_victoria_on_02_10_2024,follow_up_on_client_by_victoria_on_04_02_24,remarks_10_09_2024_12_09_2024_yaseerah,remarks_04_10_yaseerah,remark_deepsha_08_10_24,spoke_to,remarks_yaseerah_07_10,name_of_companies,adress,30_09,remarks_yaseerah,follow_up_no_answer_calls_01_10,priority,degree,telephone_number,scheduled_time_for_interview
updated- database.ods,Gym_,,,Myfit 360,Port Louis,,,,,,0.0,,,,nan,,,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,2495955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Talked to Mrs Sabine and she said that she is not interested for now.,not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,Gym_,,,Popular Fitness Gym,Vacoas,,,,,,0.0,,,,nan,,,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mrs Muzaina Lotun,,,,,,57769719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,She said that she needs one helper and has asked Mr Vayid to contact her.,Email sent at henna1505@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,Gym_,,,Space fitness,Curepipe,,,,,,0.0,,,,,,,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mrs Sandra,,,,,,6700721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,She said that she will give the details to her Manager and then will contact us back.,will call back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Agiliss Ltd,Industrial Zone Phoenix,,,,,,0.0,,,,,,,,,,,Shervyln,,,,,,,nan,nan,,,,,to call again,,,,,,,nan,,406 5858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,To call again#,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,AKJ Pet Food Processing Company Ltd,"Tarot St, Vacoas-Phoenix",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,Not Interested,,,,,,,nan,,5928 6328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Not Interested,not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Aquafood Ltd.,"262 Candos Vacoas Rd B.70,Vacoas-Phoenix",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,nan,,,,,,,nan,,427 1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Not  Answering,not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Avipro Co ltd,"Pont Fer Round About,Vacoas-Phoenix",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,nan,,,,,,,nan,,686 3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,To call again,not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Azemanu Foods,"238 Hugnin Road, Beau Bassin-Rose Hill",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,nan,,,,,,,nan,,5946 4603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,nan,no answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,BD BREEDERS,Bute Somon Wooton Curepipe,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,nan,,,,,,,nan,,5783 3173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,nan,not interested- small company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Bella Amigo Co Ltd,"Mont Mascal, Petit Raffray",,,,,,0.0,,,,,,,,,,,Megane,,,,,,,nan,nan,,,,,called on 19/06 - spoke to Mrs Rita to send mail,,,,,,,nan,,282 1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Asked to send mail indiren@bellamigo.com,already contacted from another excel sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Best food enterprise,Camp de Masque,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 19/06 - no answer to call back,,,,,,,called 18/07 No answer. To call back,,416 6244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,called on 17/07 No answer. To call back,,,,,,,,,,,,,,,,,No answer,no answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Best Foods,"Quartier Militaire Road,",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 19/06 - no answer to call back,,,,,,,called 18/07 No answer. To call back,,673 2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,called on 17/07 No answer. To call back,,,,,,,,,,,,,,,,,nan,will call back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Boss Energy Drink Mauritius,"Royal Rd, Port Louis",,,,,,0.0,,,,,,,,,,,Mr Navil,,,,,,,navil.jausorally@gmail.com,nan,,,,,called on 19/06 - spoke to mr Navil - they are interested said to send a mail in order to revert back to us,,,,,,,nan,,5710 0690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,nan,no answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Bouba Ice Factory,Quatre Bornes,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 19/06 - spoke with mr Joomun - workforce -8 - need 4 workers,,,,,,,nan,,464 6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,nan,not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,BrandActiv,"IBL Complex 2, Port Louis",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 19/06 - not interested,,,,,,,nan,,206 9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,nan,for next year- email sent at kleong@brandactiv.mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Butter & Dairy Enterprises Ltd,"Zone Industrielle, Vacoas-Phoenix",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 19/06 - cut the call,,,,,,,nan,,696 7970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Asked to send mail hr@bdle.mu,Email sent at info@bdem.mu -email does not exist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Convenience Food Ltd,"Riche Terre Rd, Port Louis",,,,,,0.0,,,,,,,,,,,Mrs Deepha,,,,,,,nan,nan,,,,,called on 19/06 - spoke to shamneez - said to call Mrs deepha tommorrow,,,,,,,nan,,248 1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,nan,concerned person not here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Corson Tea Estate Co Ltd,Curepipe,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 19/06 - to call back tommrrow,,,,,,,nan,,670 4921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,nan,email sent at laura.corson@1886corsontea.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Diadeis Packaging,Port Louis,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 19/06 - number not available,,,,,,,nan,,659 3220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,No Answer,unreachable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,E.C. Oxenham & Cy Ltd,"St.jean Motorway, Phoenix",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 19/06 - no answer to call back,,,,,,,called 18/07 No answer. To call back,,696 7950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,called on 17/07 no answer. To call back,,,,,,,,,,,,,,,,,nan,email at hr@oxenham.mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Edendale Ltd.,"Anse Courtois St, Port Louis",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 19/06 - not interested,,,,,,,nan,,286 4920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,nan,email sent at info@edendale.mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Esfasuvai,"86 Trianon 2, Quatre Bornes",,,,,,0.0,,,,,,,,,,,Mrs Jessi - Owner,,,,,,,f.jemmanuelle@gmail.com,nan,,,,,called on 04/07 - looking for South Indian chefs,,,,,,,nan,,5452 4118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Called  Emmanuel 57589619,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Esko & Co. Ltd.,"Avenue Des Oursins, Tombeau Bay",,,,,,0.0,,,,,,,,,,,Mr Bernard - Security Guard,,,,,,,nan,nan,,,,,called on 04/07 - Spoke with the security guard. Ask to call back tomorrow morning,,,,,,,nan,,247 4138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,To send mail  chris@eskogroup.com spoke to Mr Christopher,concerned person not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Explast Ltd,"Charlie Ave, Quatre Bornes",,,,,,0.0,,,,,,,,,,,Mrs Divya,,,,,,,nan,nan,,,,,called on 04/07 - Already recruited workers. Not interested for the time being.,,,,,,,nan,,427 6778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,nan,hr not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Fast Foods Ltd.,"Cocoterie Rd, Port Louis",,,,,,0.0,,,,,,,,,,,Mrs Karen,,,,,,,nan,nan,,,,,called on 04/07 - They already have their contacts regarding recruitement. Still. The lady took our phone number.,,,,,,,nan,,242 0530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,nan,email sent at cidfrance@intnet.mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Food Canners Ltd,"Industrial Zone,Plaine Lauzun, Port Louis",,,,,,0.0,,,,,,,,,,,Mrs Zainab,,,,,,,nan,nan,,,,,called on 04/07 - She said that the concerning person is not available. To call back tomorrow.,,,,,,,nan,,212 2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,nan,no answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,,Food Works Ltd,"3 Darwin Ave, Quatre Bornes",,,,,,0.0,,,,,,,,,,,Director,,,,,,,nan,nan,,,,,called on 04/07 - Not interested for the time being,,,,,,,nan,,427 6487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,spoke to Mrs Adrien  foodworks@myt.mu,not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Food Technology Laboratory Ministry of Agro Industry and Food Security,"Access Road, Moka",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 04/07 - no answer. To call back.,,,,,,,called on 18/07 No answer. To call back,,466 1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,The person said that its a government company. It is not applicable.,Ministry - Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Foods Worth Co Ltd (Maubon),"Route Royale, La Flora",,,,,,0.0,,,,,,,,,,,Mr. Nitish Lutchmun,,,,,,,info@maubon.mu/nitish@maubon.mu,nan,,,,,called on 04/07 - interested / ask to send a mail to revert back.,,,,,,,nan,,617 9531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Gave email add and asked to send details.,hr person not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Fresh & Ready Ltd,"Jaylall Ave, Quatre Bornes",,,,,,0.0,,,,,,,,,,,Mr. Lokesh,,,,,,,lokesh@freshready.biz,17/09,,,,,called on 04/07 - The Director was not in office. Asked us to send a mail and they will revert back.,,,,,,,nan,,5259 5937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,"Talked to Mr Lokesh Esram, he will talk to his manager and then will call back again.",no answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Funny Flour Rice Co. Ltd.,"North Motorway, Riche Terre Rd Port Louis",,,,,,0.0,,,,,,,,,,,Mr. Ujooda,,,,,,,nan,nan,,,,,called on 04/07 - Ask to call him tomorrow. Seems interested.,,,,,,,nan,,249 2844/ 57287365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,"Talked to Mrs Aini. She told me to call on another number, but the person did not answer.",not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Hassen Taher Seafoods (Mtius) Ltd,"36, Madame Street, Beau Bassin-Rose Hill",,,,,,0.0,,,,,,,,,,,nan,,,,,,,iqbal.hassentaher@intnet.mu,Boss is out of town,,,,,called on 04/07 - no answer. To call back.,,,,,,,nan,,454 5786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,called on 17/07 not interested for time being,,,,,,,,,,,,,,,,,Talked to Mrs Marie and she told me to mail her manager.,Email Sent at parvez.hassentaher@intnet.mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Homebites Co Ltd,"Pandit Nehru Road, Vacoas-Phoenix",,,,,,0.0,,,,,,,,,,,Mrs Doomun,,,,,,,homebites20@gmail.com,nan,,,,,called on 04/07 - interested. Interview schedule on 08.07.2024,,,,,,,nan,,5979 7001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Not interested and already have their workers.,no interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,IBL Food & Distribution,"IBL Complex 2, Riche Terre,Port Louis",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07- no answer to call back,,,,,,,nan,,206 9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,called on 17/07 not interested,,,,,,,,,,,,,,,,,They don't take expatriates for work.,no answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Ibrahim Golaup and Co. ltd Eagle Brand Spices,"Shreemati Indira Gandhi Road, Pailles",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 not interested for time being. They took contact number,,,,,,,nan,,286 3535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Not interested and have already taken their workers recently.,call in 1 hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,IL MORO DI VENEZIA LTEE,"56, Industrial Zone, Valentina Road, Phoenix",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called  on 16/07 not interested,,,,,,,nan,,697 0794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Talked to Mrs Yashika..She is interested and has asked Mr Vayid to call her for more details.,not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Inicia Ltée,Curepipe,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 not interested,,,,,,,nan,,674 2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Not interested.,concerned person not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Inna Food,Vacoas-Phoenix,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 number switched off,,,,,,,called on 18/07 Number switched off,,5960 4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,called on 17/07 number switched off,,,,,,,,,,,,,,,,,The number is switched off,switched off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Innodis Ltd.,"Caudan Water Front, Port Louis",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 no answer to call back,,,,,,,nan,,206 0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,called on 17/07 number switched off,,,,,,,,,,,,,,,,,Did not aswer the phone call.,unreachable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Integrity Beverages Limited,Martiniere Road Surinam,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 no answer to call back,,,,,,,nan,,625 7364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,called on 17/07 Request to call later,,,,,,,,,,,,,,,,,Disconnected the call.,not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,J.M.Veerapen Ltd.,"La Marie, Forest Lane,Vacoas-Phoenix",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 not interested for time being,,,,,,,nan,,684 2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Seems interested but wants all the details on mail. rocket@jmveerapen.com,not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,JKL Trading Ltd,"8 Malaval St, Beau Bassin-Rose Hill",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 number switched off,,,,,,,nan,,5985 2574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,called on 17/07 number switched off,,,,,,,,,,,,,,,,,The number is switched off.,switched off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,KABISA Energy Drink Mauritius,Vacoas-Phoenix,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 not interested,,,,,,,nan,,5862 6786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,Not in this company anymore.,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,L.K.S Foodstuff Society,"Riche Terre Royal Rd,Port Louis",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,Will reply the email if director is interested,,,,,called on 16/07 no answer to call back,,,,,,,called on 22/07 Number not available,,248 8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,called on 17/07 request to call after 12pm,,,,,,,,,,,,,,,,,Talked to Joanne..Her manager was busy and she said she will contact us later.,email sent at info.lks@intnet.mu & lks@intnet.mu -joanne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,L.V.M (Mauritius) Ltd,"Riviere Baptiste, La Laura Saint Pierre",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 number not available. To try again later,,,,,,,nan,,433 9105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,called on 17/07 number not available. To try again later,,,,,,,,,,,,,,,,,Not available.,unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Les Moulins de la Concorde,"Marine Rd, Port Louis",,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 not interested,,,,,,,nan,,217 9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,"Talked to Mrs Stephanie, her HR was in a meeting..She will contact us again. The HR called back and said he is not interested for now but maybe later.",Email sent at vmootoosamy.lmlc@eclosia.com- joyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Livestock Feed Ltd.,Port Louis,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 Took our contact number,,,,,,,nan,,286 1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,"Talked to Mr Rajesh,he passed the call to the HR,could not get into contact with the HR as they disconnected the call.",no answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Lotus farm,Pamplemousses,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 number not available. To try again later,,,,,,,nan,,5763 4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,"Talked to Mr Ashad, he needs 2 Helper and wanted more details..I asked mr Vayid to contact him.",not interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
updated- database.ods,FOOD_&_BEVERAGES_,,2024-08-08,Magic Food Industry,Amitié,,,,,,0.0,,,,,,,,,,,nan,,,,,,,nan,nan,,,,,called on 16/07 not interested,,,,,,,nan,,5750 4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,They are not interested as they already have their workers.,Company not in operation anymore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
